H	3	1024	"2021-04-09 13:08:14"	238	0.07
C	-15.697904	1.647389	0.000000	"keV"
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	0
21	0
22	0
23	0
24	1
25	1
26	3
27	11
28	29
29	30
30	38
31	37
32	26
33	35
34	32
35	46
36	27
37	28
38	32
39	22
40	41
41	58
42	54
43	45
44	54
45	56
46	68
47	61
48	68
49	78
50	74
51	80
52	60
53	50
54	41
55	61
56	48
57	59
58	44
59	32
60	38
61	48
62	39
63	42
64	33
65	46
66	46
67	32
68	29
69	29
70	30
71	30
72	48
73	49
74	37
75	35
76	43
77	38
78	38
79	49
80	50
81	42
82	33
83	45
84	50
85	41
86	36
87	44
88	46
89	42
90	48
91	36
92	44
93	38
94	49
95	40
96	36
97	43
98	44
99	41
100	42
101	37
102	40
103	43
104	38
105	50
106	47
107	43
108	48
109	42
110	49
111	50
112	46
113	56
114	45
115	41
116	49
117	50
118	53
119	55
120	46
121	56
122	32
123	67
124	49
125	48
126	49
127	63
128	40
129	53
130	44
131	39
132	41
133	52
134	42
135	37
136	44
137	49
138	44
139	44
140	41
141	44
142	47
143	40
144	43
145	50
146	36
147	37
148	36
149	60
150	48
151	54
152	46
153	37
154	46
155	37
156	39
157	56
158	42
159	42
160	50
161	36
162	41
163	34
164	48
165	33
166	32
167	50
168	43
169	41
170	50
171	23
172	43
173	37
174	51
175	36
176	36
177	47
178	38
179	43
180	44
181	42
182	43
183	55
184	58
185	65
186	56
187	48
188	53
189	42
190	55
191	45
192	47
193	42
194	47
195	51
196	44
197	34
198	38
199	30
200	43
201	35
202	40
203	31
204	29
205	29
206	28
207	34
208	30
209	43
210	43
211	31
212	43
213	41
214	38
215	41
216	35
217	38
218	44
219	60
220	40
221	42
222	33
223	47
224	54
225	54
226	59
227	43
228	38
229	52
230	45
231	36
232	54
233	39
234	41
235	38
236	33
237	28
238	34
239	38
240	22
241	31
242	20
243	25
244	20
245	26
246	26
247	29
248	22
249	18
250	15
251	10
252	18
253	26
254	16
255	17
256	19
257	12
258	20
259	20
260	17
261	18
262	21
263	16
264	22
265	19
266	24
267	15
268	11
269	14
270	11
271	15
272	19
273	14
274	11
275	15
276	15
277	18
278	21
279	16
280	19
281	17
282	23
283	18
284	17
285	17
286	7
287	15
288	15
289	14
290	15
291	11
292	21
293	14
294	14
295	11
296	11
297	7
298	13
299	18
300	13
301	15
302	9
303	26
304	18
305	11
306	12
307	12
308	14
309	17
310	20
311	20
312	14
313	18
314	22
315	15
316	24
317	18
318	15
319	21
320	20
321	6
322	21
323	11
324	16
325	17
326	17
327	15
328	13
329	13
330	21
331	15
332	11
333	19
334	20
335	9
336	17
337	8
338	16
339	13
340	21
341	15
342	13
343	7
344	13
345	10
346	11
347	15
348	14
349	11
350	14
351	19
352	12
353	9
354	15
355	15
356	16
357	15
358	20
359	14
360	19
361	15
362	16
363	21
364	21
365	12
366	13
367	25
368	16
369	21
370	17
371	30
372	17
373	23
374	18
375	24
376	26
377	34
378	29
379	29
380	28
381	30
382	26
383	21
384	25
385	31
386	26
387	26
388	22
389	20
390	22
391	20
392	17
393	26
394	20
395	16
396	19
397	22
398	18
399	13
400	18
401	13
402	18
403	16
404	21
405	18
406	16
407	20
408	9
409	10
410	9
411	10
412	13
413	8
414	9
415	11
416	12
417	11
418	11
419	10
420	12
421	11
422	12
423	10
424	7
425	6
426	9
427	13
428	9
429	11
430	8
431	15
432	11
433	10
434	12
435	8
436	5
437	12
438	6
439	7
440	6
441	8
442	4
443	8
444	10
445	7
446	9
447	9
448	9
449	8
450	4
451	8
452	5
453	10
454	6
455	8
456	11
457	6
458	12
459	12
460	5
461	8
462	7
463	11
464	11
465	9
466	7
467	7
468	9
469	10
470	7
471	11
472	9
473	13
474	2
475	5
476	7
477	13
478	9
479	12
480	9
481	8
482	9
483	7
484	14
485	9
486	7
487	7
488	5
489	14
490	6
491	9
492	8
493	9
494	9
495	10
496	5
497	6
498	7
499	7
500	6
501	5
502	5
503	9
504	14
505	4
506	8
507	9
508	10
509	12
510	9
511	8
512	7
513	8
514	5
515	6
516	11
517	6
518	5
519	9
520	10
