H	2	1024	"2021-04-09 11:53:31"	60	6.22
0	0
1	2
2	0
3	1
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	1
17	0
18	2
19	2
20	4
21	3
22	1
23	7
24	6
25	16
26	16
27	83
28	261
29	436
30	481
31	525
32	524
33	566
34	540
35	589
36	581
37	612
38	657
39	698
40	687
41	762
42	764
43	861
44	899
45	981
46	1001
47	1089
48	1029
49	1026
50	1016
51	1054
52	964
53	961
54	957
55	935
56	848
57	895
58	808
59	854
60	830
61	758
62	673
63	634
64	602
65	655
66	577
67	553
68	520
69	585
70	544
71	713
72	712
73	725
74	727
75	786
76	850
77	916
78	878
79	919
80	891
81	966
82	909
83	994
84	929
85	957
86	927
87	916
88	918
89	903
90	823
91	889
92	865
93	864
94	905
95	892
96	814
97	888
98	921
99	892
100	834
101	875
102	880
103	891
104	870
105	870
106	816
107	873
108	853
109	846
110	877
111	914
112	878
113	894
114	909
115	942
116	895
117	973
118	957
119	993
120	965
121	1004
122	980
123	1034
124	1031
125	1048
126	1045
127	1051
128	1054
129	1075
130	1000
131	1079
132	1057
133	1048
134	1069
135	1085
136	1046
137	1097
138	978
139	1011
140	969
141	1067
142	969
143	1015
144	997
145	1007
146	970
147	1011
148	963
149	979
150	978
151	961
152	909
153	939
154	916
155	982
156	962
157	949
158	898
159	881
160	839
161	893
162	844
163	874
164	840
165	955
166	834
167	884
168	908
169	879
170	850
171	881
172	785
173	848
174	842
175	787
176	827
177	803
178	843
179	833
180	859
181	829
182	840
183	858
184	797
185	792
186	805
187	817
188	843
189	779
190	800
191	800
192	772
193	812
194	785
195	775
196	816
197	786
198	755
199	820
200	810
201	746
202	801
203	781
204	800
205	769
206	776
207	764
208	773
209	807
210	795
211	777
212	789
213	840
214	730
215	811
216	763
217	764
218	783
219	769
220	720
221	730
222	770
223	761
224	733
225	822
226	720
227	747
228	797
229	772
230	742
231	754
232	771
233	813
234	729
235	745
236	756
237	786
238	766
239	774
240	787
241	796
242	703
243	718
244	709
245	716
246	702
247	753
248	717
249	752
250	730
251	763
252	749
253	768
254	724
255	760
256	730
257	760
258	687
259	748
260	741
261	758
262	728
263	750
264	717
265	670
266	817
267	707
268	727
269	749
270	675
271	766
272	694
273	717
274	722
275	701
276	690
277	672
278	691
279	725
280	714
281	745
282	738
283	654
284	653
285	656
286	681
287	581
288	640
289	621
290	640
291	653
292	639
293	576
294	546
295	524
296	563
297	514
298	527
299	505
300	498
301	504
302	471
303	521
304	414
305	466
306	448
307	457
308	460
309	415
310	415
311	421
312	391
313	429
314	394
315	409
316	373
317	373
318	366
319	335
320	345
321	354
322	328
323	291
324	337
325	349
326	361
327	363
328	307
329	366
330	313
331	348
332	322
333	347
334	313
335	339
336	319
337	315
338	285
339	304
340	294
341	300
342	285
343	283
344	310
345	309
346	334
347	344
348	303
349	288
350	310
351	289
352	288
353	288
354	295
355	307
356	307
357	311
358	316
359	336
360	348
361	334
362	327
363	346
364	304
365	336
366	350
367	340
368	337
369	358
370	378
371	348
372	376
373	423
374	415
375	429
376	437
377	460
378	470
379	496
380	499
381	599
382	578
383	597
384	567
385	670
386	675
387	734
388	794
389	795
390	888
391	967
392	1000
393	1100
394	1097
395	1241
396	1252
397	1374
398	1367
399	1534
400	1460
401	1656
402	1780
403	1800
404	1891
405	1948
406	1955
407	2056
408	2034
409	2289
410	2157
411	2256
412	2250
413	2433
414	2293
415	2386
416	2288
417	2264
418	2273
419	2301
420	2155
421	2134
422	2062
423	2042
424	1813
425	1808
426	1728
427	1592
428	1468
429	1388
430	1275
431	1196
432	1056
433	920
434	903
435	822
436	732
437	690
438	614
439	512
440	410
441	365
442	337
443	336
444	240
445	236
446	200
447	160
448	136
449	116
450	109
451	95
452	96
453	83
454	76
455	62
456	67
457	56
458	44
459	45
460	47
461	52
462	39
463	50
464	47
465	57
466	36
467	41
468	31
469	42
470	33
471	47
472	51
473	54
474	48
475	37
476	38
477	42
478	31
479	44
480	30
481	29
482	30
483	32
484	47
485	38
486	44
487	40
488	38
489	35
490	36
491	29
492	23
493	36
494	33
495	44
496	33
497	23
498	30
499	27
500	37
501	23
502	43
503	28
504	40
505	30
506	39
507	29
508	40
509	25
510	19
511	36
512	21
513	32
514	33
515	29
516	37
517	30
518	30
519	30
520	37
521	29
522	34
523	35
524	29
525	25
526	28
527	29
528	19
529	33
530	21
531	27
532	42
533	27
534	32
535	23
536	35
537	31
538	30
539	23
540	31
541	34
542	31
543	26
544	23
545	31
546	24
547	30
548	22
549	19
550	23
551	28
552	29
553	32
554	26
555	23
556	22
557	28
558	31
559	32
560	32
561	12
562	25
563	20
564	18
565	19
566	22
567	30
568	15
569	20
570	27
571	30
572	22
573	21
574	14
575	23
576	21
577	21
578	25
579	19
580	23
581	20
582	14
583	23
584	16
585	26
586	17
587	20
588	21
589	27
590	19
591	16
592	22
593	18
594	17
595	18
596	23
597	25
598	17
599	24
600	16
601	20
602	25
603	22
604	17
605	19
606	18
607	15
608	25
609	25
610	16
611	13
612	19
613	19
614	26
615	17
616	16
617	17
618	12
619	13
620	14
621	13
622	19
623	17
624	18
625	21
626	13
627	18
628	18
629	15
630	13
631	9
632	16
633	13
634	16
635	16
636	13
637	18
638	17
639	22
640	10
641	9
642	13
643	9
644	15
645	16
646	18
647	12
648	15
649	14
650	17
651	11
652	12
653	13
654	15
655	9
656	15
657	17
658	12
659	16
660	16
661	11
662	11
663	19
664	9
665	14
666	12
667	12
668	7
669	19
670	9
671	11
672	10
673	13
674	17
675	7
676	9
677	13
678	11
679	12
680	11
681	11
682	8
683	8
684	12
685	13
686	16
687	9
688	7
689	17
690	10
691	10
692	6
693	12
694	7
695	9
696	12
697	5
698	13
699	7
700	13
701	8
702	11
703	7
704	6
705	14
706	6
707	9
708	8
709	10
710	7
711	14
712	15
713	9
714	4
715	7
716	9
717	12
718	5
719	4
720	3
721	8
722	12
723	7
724	7
725	6
726	9
727	12
728	11
729	12
730	5
731	12
732	15
733	8
734	4
735	7
736	9
737	9
738	12
739	6
740	7
741	7
742	5
743	6
744	3
745	6
746	7
747	4
748	6
749	5
750	6
751	9
752	7
753	6
754	8
755	5
756	6
757	8
758	9
759	7
760	11
761	3
762	11
763	12
764	9
765	8
766	7
767	6
768	10
769	6
770	6
771	11
772	3
773	4
774	9
775	8
776	4
777	7
778	9
779	2
780	8
781	4
782	7
783	4
784	5
785	7
786	9
787	6
788	10
789	9
790	5
791	7
792	7
793	8
794	5
795	7
796	3
797	0
798	7
799	12
800	4
801	10
802	5
803	4
804	3
805	4
806	4
807	3
808	9
809	5
810	3
811	6
812	7
813	5
814	7
815	10
816	5
817	5
818	7
819	4
820	2
821	7
822	4
823	7
824	5
825	8
826	8
827	14
828	10
829	6
830	4
831	6
832	1
833	4
834	3
835	3
836	4
837	3
838	4
839	4
840	4
841	3
842	5
843	4
844	5
845	5
846	1
847	6
848	1
849	2
850	4
851	1
852	5
853	4
854	3
855	2
856	4
857	7
858	2
859	1
860	1
861	3
862	7
863	1
864	3
865	0
866	0
867	3
868	2
869	2
870	1
871	0
872	2
873	1
874	1
875	4
876	1
877	0
878	1
879	1
880	1
881	3
882	0
883	2
884	2
885	4
886	2
887	4
888	3
889	1
890	1
891	0
892	1
893	5
894	1
895	2
896	4
897	0
898	1
899	1
900	0
901	2
902	1
903	3
904	0
905	1
906	0
907	3
908	0
909	0
910	2
911	2
912	0
913	1
914	0
915	0
916	0
917	4
918	0
919	1
920	1
921	1
922	0
923	0
924	0
925	1
926	3
927	2
928	3
929	0
930	2
931	2
932	0
933	0
934	0
935	1
936	0
937	0
938	2
939	0
940	0
941	2
942	0
943	2
944	1
945	0
946	1
947	0
948	0
949	0
950	1
951	0
952	3
953	0
954	0
955	1
956	0
957	0
958	0
959	0
960	0
961	0
962	1
963	0
964	0
965	0
966	0
967	0
968	1
969	0
970	0
971	0
972	0
973	2
974	0
975	0
976	0
977	0
978	1
979	0
980	1
981	1
982	0
983	0
984	2
985	0
986	0
987	0
988	1
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	1
997	0
998	0
999	0
1000	0
1001	2
1002	0
1003	0
1004	0
1005	1
1006	0
1007	0
1008	0
1009	1
1010	1
1011	1
1012	0
1013	0
1014	2
1015	1
1016	0
1017	0
1018	1
1019	0
1020	0
1021	0
1022	0
1023	0
